,ano,uf,genero,mes,numero,data,regiao,data_numerica
71,2019,Amapá,Masculino,Dezembro,0,2019-12-01,Norte,1795
72,2019,Tocantins,Masculino,Janeiro,1,2019-01-01,Norte,1461
73,2019,Tocantins,Masculino,Fevereiro,1,2019-02-01,Norte,1492
74,2019,Tocantins,Masculino,Março,0,2019-03-01,Norte,1520
75,2019,Tocantins,Masculino,Abril,0,2019-04-01,Norte,1551
76,2019,Tocantins,Masculino,Maio,0,2019-05-01,Norte,1581
77,2019,Tocantins,Masculino,Junho,1,2019-06-01,Norte,1612
78,2019,Tocantins,Masculino,Julho,0,2019-07-01,Norte,1642
79,2019,Tocantins,Masculino,Agosto,1,2019-08-01,Norte,1673
80,2019,Tocantins,Masculino,Setembro,2,2019-09-01,Norte,1704
81,2019,Tocantins,Masculino,Outubro,0,2019-10-01,Norte,1734
82,2019,Tocantins,Masculino,Novembro,1,2019-11-01,Norte,1765
83,2019,Tocantins,Masculino,Dezembro,1,2019-12-01,Norte,1795
84,2019,Maranhão,Masculino,Janeiro,2,2019-01-01,Nordeste,1461
85,2019,Maranhão,Masculino,Fevereiro,1,2019-02-01,Nordeste,1492
86,2019,Maranhão,Masculino,Março,2,2019-03-01,Nordeste,1520
87,2019,Maranhão,Masculino,Abril,1,2019-04-01,Nordeste,1551
88,2019,Maranhão,Masculino,Maio,0,2019-05-01,Nordeste,1581
89,2019,Maranhão,Masculino,Junho,2,2019-06-01,Nordeste,1612
90,2019,Maranhão,Masculino,Julho,1,2019-07-01,Nordeste,1642
91,2019,Maranhão,Masculino,Agosto,0,2019-08-01,Nordeste,1673
92,2019,Maranhão,Masculino,Setembro,1,2019-09-01,Nordeste,1704
93,2019,Maranhão,Masculino,Outubro,0,2019-10-01,Nordeste,1734
94,2019,Maranhão,Masculino,Novembro,3,2019-11-01,Nordeste,1765
95,2019,Maranhão,Masculino,Dezembro,2,2019-12-01,Nordeste,1795
96,2019,Piauí,Masculino,Janeiro,1,2019-01-01,Nordeste,1461
97,2019,Piauí,Masculino,Fevereiro,4,2019-02-01,Nordeste,1492
98,2019,Piauí,Masculino,Março,0,2019-03-01,Nordeste,1520
99,2019,Piauí,Masculino,Abril,1,2019-04-01,Nordeste,1551
100,2019,Piauí,Masculino,Maio,0,2019-05-01,Nordeste,1581
101,2019,Piauí,Masculino,Junho,0,2019-06-01,Nordeste,1612
102,2019,Piauí,Masculino,Julho,1,2019-07-01,Nordeste,1642
103,2019,Piauí,Masculino,Agosto,2,2019-08-01,Nordeste,1673
104,2019,Piauí,Masculino,Setembro,3,2019-09-01,Nordeste,1704
105,2019,Piauí,Masculino,Outubro,1,2019-10-01,Nordeste,1734
106,2019,Piauí,Masculino,Novembro,2,2019-11-01,Nordeste,1765
107,2019,Piauí,Masculino,Dezembro,0,2019-12-01,Nordeste,1795
108,2019,Ceará,Masculino,Janeiro,21,2019-01-01,Nordeste,1461
109,2019,Ceará,Masculino,Fevereiro,10,2019-02-01,Nordeste,1492
110,2019,Ceará,Masculino,Março,8,2019-03-01,Nordeste,1520
111,2019,Ceará,Masculino,Abril,8,2019-04-01,Nordeste,1551
112,2019,Ceará,Masculino,Maio,8,2019-05-01,Nordeste,1581
113,2019,Ceará,Masculino,Junho,9,2019-06-01,Nordeste,1612
114,2019,Ceará,Masculino,Julho,10,2019-07-01,Nordeste,1642
115,2019,Ceará,Masculino,Agosto,4,2019-08-01,Nordeste,1673
116,2019,Ceará,Masculino,Setembro,4,2019-09-01,Nordeste,1704
117,2019,Ceará,Masculino,Outubro,7,2019-10-01,Nordeste,1734
118,2019,Ceará,Masculino,Novembro,10,2019-11-01,Nordeste,1765
119,2019,Ceará,Masculino,Dezembro,8,2019-12-01,Nordeste,1795
120,2019,Rio Grande do Norte,Masculino,Janeiro,6,2019-01-01,Nordeste,1461
121,2019,Rio Grande do Norte,Masculino,Fevereiro,9,2019-02-01,Nordeste,1492
122,2019,Rio Grande do Norte,Masculino,Março,4,2019-03-01,Nordeste,1520
123,2019,Rio Grande do Norte,Masculino,Abril,2,2019-04-01,Nordeste,1551
124,2019,Rio Grande do Norte,Masculino,Maio,4,2019-05-01,Nordeste,1581
125,2019,Rio Grande do Norte,Masculino,Junho,7,2019-06-01,Nordeste,1612
126,2019,Rio Grande do Norte,Masculino,Julho,2,2019-07-01,Nordeste,1642
127,2019,Rio Grande do Norte,Masculino,Agosto,5,2019-08-01,Nordeste,1673
128,2019,Rio Grande do Norte,Masculino,Setembro,3,2019-09-01,Nordeste,1704
129,2019,Rio Grande do Norte,Masculino,Outubro,2,2019-10-01,Nordeste,1734
130,2019,Rio Grande do Norte,Masculino,Novembro,6,2019-11-01,Nordeste,1765
131,2019,Rio Grande do Norte,Masculino,Dezembro,3,2019-12-01,Nordeste,1795
132,2019,Paraíba,Masculino,Janeiro,9,2019-01-01,Nordeste,1461
133,2019,Paraíba,Masculino,Fevereiro,3,2019-02-01,Nordeste,1492
134,2019,Paraíba,Masculino,Março,3,2019-03-01,Nordeste,1520
135,2019,Paraíba,Masculino,Abril,0,2019-04-01,Nordeste,1551
136,2019,Paraíba,Masculino,Maio,5,2019-05-01,Nordeste,1581
137,2019,Paraíba,Masculino,Junho,2,2019-06-01,Nordeste,1612
138,2019,Paraíba,Masculino,Julho,1,2019-07-01,Nordeste,1642
139,2019,Paraíba,Masculino,Agosto,2,2019-08-01,Nordeste,1673
140,2019,Paraíba,Masculino,Setembro,1,2019-09-01,Nordeste,1704
141,2019,Paraíba,Masculino,Outubro,0,2019-10-01,Nordeste,1734
142,2019,Paraíba,Masculino,Novembro,2,2019-11-01,Nordeste,1765
143,2019,Paraíba,Masculino,Dezembro,1,2019-12-01,Nordeste,1795
144,2019,Pernambuco,Masculino,Janeiro,11,2019-01-01,Nordeste,1461
145,2019,Pernambuco,Masculino,Fevereiro,23,2019-02-01,Nordeste,1492
146,2019,Pernambuco,Masculino,Março,14,2019-03-01,Nordeste,1520
147,2019,Pernambuco,Masculino,Abril,8,2019-04-01,Nordeste,1551
148,2019,Pernambuco,Masculino,Maio,6,2019-05-01,Nordeste,1581
149,2019,Pernambuco,Masculino,Junho,6,2019-06-01,Nordeste,1612
150,2019,Pernambuco,Masculino,Julho,9,2019-07-01,Nordeste,1642
151,2019,Pernambuco,Masculino,Agosto,9,2019-08-01,Nordeste,1673
152,2019,Pernambuco,Masculino,Setembro,9,2019-09-01,Nordeste,1704
153,2019,Pernambuco,Masculino,Outubro,11,2019-10-01,Nordeste,1734
154,2019,Pernambuco,Masculino,Novembro,5,2019-11-01,Nordeste,1765
155,2019,Pernambuco,Masculino,Dezembro,13,2019-12-01,Nordeste,1795
156,2019,Alagoas,Masculino,Janeiro,0,2019-01-01,Nordeste,1461
157,2019,Alagoas,Masculino,Fevereiro,4,2019-02-01,Nordeste,1492
158,2019,Alagoas,Masculino,Março,1,2019-03-01,Nordeste,1520
159,2019,Alagoas,Masculino,Abril,2,2019-04-01,Nordeste,1551
160,2019,Alagoas,Masculino,Maio,3,2019-05-01,Nordeste,1581
161,2019,Alagoas,Masculino,Junho,0,2019-06-01,Nordeste,1612
162,2019,Alagoas,Masculino,Julho,0,2019-07-01,Nordeste,1642
163,2019,Alagoas,Masculino,Agosto,1,2019-08-01,Nordeste,1673
164,2019,Alagoas,Masculino,Setembro,4,2019-09-01,Nordeste,1704
165,2019,Alagoas,Masculino,Outubro,5,2019-10-01,Nordeste,1734
166,2019,Alagoas,Masculino,Novembro,3,2019-11-01,Nordeste,1765
167,2019,Alagoas,Masculino,Dezembro,2,2019-12-01,Nordeste,1795
168,2019,Sergipe,Masculino,Janeiro,1,2019-01-01,Nordeste,1461
169,2019,Sergipe,Masculino,Fevereiro,1,2019-02-01,Nordeste,1492
170,2019,Sergipe,Masculino,Março,2,2019-03-01,Nordeste,1520
171,2019,Sergipe,Masculino,Abril,1,2019-04-01,Nordeste,1551
172,2019,Sergipe,Masculino,Maio,2,2019-05-01,Nordeste,1581
173,2019,Sergipe,Masculino,Junho,1,2019-06-01,Nordeste,1612
174,2019,Sergipe,Masculino,Julho,1,2019-07-01,Nordeste,1642
175,2019,Sergipe,Masculino,Agosto,0,2019-08-01,Nordeste,1673
176,2019,Sergipe,Masculino,Setembro,4,2019-09-01,Nordeste,1704
177,2019,Sergipe,Masculino,Outubro,0,2019-10-01,Nordeste,1734
178,2019,Sergipe,Masculino,Novembro,1,2019-11-01,Nordeste,1765
179,2019,Sergipe,Masculino,Dezembro,0,2019-12-01,Nordeste,1795
180,2019,Bahia,Masculino,Janeiro,9,2019-01-01,Nordeste,1461
181,2019,Bahia,Masculino,Fevereiro,12,2019-02-01,Nordeste,1492
182,2019,Bahia,Masculino,Março,12,2019-03-01,Nordeste,1520
183,2019,Bahia,Masculino,Abril,11,2019-04-01,Nordeste,1551
184,2019,Bahia,Masculino,Maio,8,2019-05-01,Nordeste,1581
185,2019,Bahia,Masculino,Junho,7,2019-06-01,Nordeste,1612
186,2019,Bahia,Masculino,Julho,10,2019-07-01,Nordeste,1642
187,2019,Bahia,Masculino,Agosto,12,2019-08-01,Nordeste,1673
188,2019,Bahia,Masculino,Setembro,6,2019-09-01,Nordeste,1704
189,2019,Bahia,Masculino,Outubro,16,2019-10-01,Nordeste,1734
190,2019,Bahia,Masculino,Novembro,7,2019-11-01,Nordeste,1765
191,2019,Bahia,Masculino,Dezembro,16,2019-12-01,Nordeste,1795
192,2019,Minas Gerais,Masculino,Janeiro,48,2019-01-01,Sudeste,1461
193,2019,Minas Gerais,Masculino,Fevereiro,32,2019-02-01,Sudeste,1492
194,2019,Minas Gerais,Masculino,Março,23,2019-03-01,Sudeste,1520
195,2019,Minas Gerais,Masculino,Abril,30,2019-04-01,Sudeste,1551
196,2019,Minas Gerais,Masculino,Maio,26,2019-05-01,Sudeste,1581
197,2019,Minas Gerais,Masculino,Junho,16,2019-06-01,Sudeste,1612
198,2019,Minas Gerais,Masculino,Julho,24,2019-07-01,Sudeste,1642
199,2019,Minas Gerais,Masculino,Agosto,30,2019-08-01,Sudeste,1673
200,2019,Minas Gerais,Masculino,Setembro,32,2019-09-01,Sudeste,1704
201,2019,Minas Gerais,Masculino,Outubro,29,2019-10-01,Sudeste,1734
202,2019,Minas Gerais,Masculino,Novembro,34,2019-11-01,Sudeste,1765
203,2019,Minas Gerais,Masculino,Dezembro,27,2019-12-01,Sudeste,1795
204,2019,Espírito Santo,Masculino,Janeiro,3,2019-01-01,Sudeste,1461
205,2019,Espírito Santo,Masculino,Fevereiro,8,2019-02-01,Sudeste,1492
206,2019,Espírito Santo,Masculino,Março,2,2019-03-01,Sudeste,1520
207,2019,Espírito Santo,Masculino,Abril,3,2019-04-01,Sudeste,1551
208,2019,Espírito Santo,Masculino,Maio,5,2019-05-01,Sudeste,1581
209,2019,Espírito Santo,Masculino,Junho,5,2019-06-01,Sudeste,1612
210,2019,Espírito Santo,Masculino,Julho,7,2019-07-01,Sudeste,1642
211,2019,Espírito Santo,Masculino,Agosto,3,2019-08-01,Sudeste,1673
212,2019,Espírito Santo,Masculino,Setembro,6,2019-09-01,Sudeste,1704
213,2019,Espírito Santo,Masculino,Outubro,5,2019-10-01,Sudeste,1734
214,2019,Espírito Santo,Masculino,Novembro,5,2019-11-01,Sudeste,1765
215,2019,Espírito Santo,Masculino,Dezembro,4,2019-12-01,Sudeste,1795
216,2019,Rio de Janeiro,Masculino,Janeiro,59,2019-01-01,Sudeste,1461
217,2019,Rio de Janeiro,Masculino,Fevereiro,52,2019-02-01,Sudeste,1492
218,2019,Rio de Janeiro,Masculino,Março,44,2019-03-01,Sudeste,1520
219,2019,Rio de Janeiro,Masculino,Abril,30,2019-04-01,Sudeste,1551
220,2019,Rio de Janeiro,Masculino,Maio,35,2019-05-01,Sudeste,1581
221,2019,Rio de Janeiro,Masculino,Junho,28,2019-06-01,Sudeste,1612
222,2019,Rio de Janeiro,Masculino,Julho,24,2019-07-01,Sudeste,1642
223,2019,Rio de Janeiro,Masculino,Agosto,29,2019-08-01,Sudeste,1673
224,2019,Rio de Janeiro,Masculino,Setembro,30,2019-09-01,Sudeste,1704
225,2019,Rio de Janeiro,Masculino,Outubro,27,2019-10-01,Sudeste,1734
226,2019,Rio de Janeiro,Masculino,Novembro,25,2019-11-01,Sudeste,1765
227,2019,Rio de Janeiro,Masculino,Dezembro,27,2019-12-01,Sudeste,1795
228,2019,São Paulo,Masculino,Janeiro,201,2019-01-01,Sudeste,1461
229,2019,São Paulo,Masculino,Fevereiro,126,2019-02-01,Sudeste,1492
230,2019,São Paulo,Masculino,Março,119,2019-03-01,Sudeste,1520
231,2019,São Paulo,Masculino,Abril,86,2019-04-01,Sudeste,1551
232,2019,São Paulo,Masculino,Maio,90,2019-05-01,Sudeste,1581
233,2019,São Paulo,Masculino,Junho,122,2019-06-01,Sudeste,1612
234,2019,São Paulo,Masculino,Julho,122,2019-07-01,Sudeste,1642
235,2019,São Paulo,Masculino,Agosto,112,2019-08-01,Sudeste,1673
236,2019,São Paulo,Masculino,Setembro,113,2019-09-01,Sudeste,1704
237,2019,São Paulo,Masculino,Outubro,99,2019-10-01,Sudeste,1734
238,2019,São Paulo,Masculino,Novembro,132,2019-11-01,Sudeste,1765
239,2019,São Paulo,Masculino,Dezembro,131,2019-12-01,Sudeste,1795
240,2019,Paraná,Masculino,Janeiro,24,2019-01-01,Sul,1461
241,2019,Paraná,Masculino,Fevereiro,26,2019-02-01,Sul,1492
242,2019,Paraná,Masculino,Março,16,2019-03-01,Sul,1520
243,2019,Paraná,Masculino,Abril,12,2019-04-01,Sul,1551
244,2019,Paraná,Masculino,Maio,16,2019-05-01,Sul,1581
245,2019,Paraná,Masculino,Junho,12,2019-06-01,Sul,1612
246,2019,Paraná,Masculino,Julho,10,2019-07-01,Sul,1642
247,2019,Paraná,Masculino,Agosto,13,2019-08-01,Sul,1673
248,2019,Paraná,Masculino,Setembro,7,2019-09-01,Sul,1704
249,2019,Paraná,Masculino,Outubro,20,2019-10-01,Sul,1734
250,2019,Paraná,Masculino,Novembro,15,2019-11-01,Sul,1765
251,2019,Paraná,Masculino,Dezembro,14,2019-12-01,Sul,1795
252,2019,Santa Catarina,Masculino,Janeiro,24,2019-01-01,Sul,1461
253,2019,Santa Catarina,Masculino,Fevereiro,21,2019-02-01,Sul,1492
254,2019,Santa Catarina,Masculino,Março,14,2019-03-01,Sul,1520
255,2019,Santa Catarina,Masculino,Abril,12,2019-04-01,Sul,1551
256,2019,Santa Catarina,Masculino,Maio,11,2019-05-01,Sul,1581
257,2019,Santa Catarina,Masculino,Junho,11,2019-06-01,Sul,1612
258,2019,Santa Catarina,Masculino,Julho,20,2019-07-01,Sul,1642
259,2019,Santa Catarina,Masculino,Agosto,17,2019-08-01,Sul,1673
260,2019,Santa Catarina,Masculino,Setembro,13,2019-09-01,Sul,1704
261,2019,Santa Catarina,Masculino,Outubro,11,2019-10-01,Sul,1734
262,2019,Santa Catarina,Masculino,Novembro,11,2019-11-01,Sul,1765
263,2019,Santa Catarina,Masculino,Dezembro,15,2019-12-01,Sul,1795
264,2019,Rio Grande do Sul,Masculino,Janeiro,33,2019-01-01,Sul,1461
265,2019,Rio Grande do Sul,Masculino,Fevereiro,33,2019-02-01,Sul,1492
266,2019,Rio Grande do Sul,Masculino,Março,16,2019-03-01,Sul,1520
267,2019,Rio Grande do Sul,Masculino,Abril,11,2019-04-01,Sul,1551
268,2019,Rio Grande do Sul,Masculino,Maio,7,2019-05-01,Sul,1581
269,2019,Rio Grande do Sul,Masculino,Junho,8,2019-06-01,Sul,1612
270,2019,Rio Grande do Sul,Masculino,Julho,7,2019-07-01,Sul,1642
271,2019,Rio Grande do Sul,Masculino,Agosto,5,2019-08-01,Sul,1673
272,2019,Rio Grande do Sul,Masculino,Setembro,11,2019-09-01,Sul,1704
273,2019,Rio Grande do Sul,Masculino,Outubro,11,2019-10-01,Sul,1734
274,2019,Rio Grande do Sul,Masculino,Novembro,18,2019-11-01,Sul,1765
275,2019,Rio Grande do Sul,Masculino,Dezembro,20,2019-12-01,Sul,1795
276,2019,Mato Grosso do Sul,Masculino,Janeiro,5,2019-01-01,Centro-Oeste,1461
277,2019,Mato Grosso do Sul,Masculino,Fevereiro,3,2019-02-01,Centro-Oeste,1492
278,2019,Mato Grosso do Sul,Masculino,Março,5,2019-03-01,Centro-Oeste,1520
279,2019,Mato Grosso do Sul,Masculino,Abril,2,2019-04-01,Centro-Oeste,1551
280,2019,Mato Grosso do Sul,Masculino,Maio,1,2019-05-01,Centro-Oeste,1581
281,2019,Mato Grosso do Sul,Masculino,Junho,1,2019-06-01,Centro-Oeste,1612
282,2019,Mato Grosso do Sul,Masculino,Julho,1,2019-07-01,Centro-Oeste,1642
283,2019,Mato Grosso do Sul,Masculino,Agosto,1,2019-08-01,Centro-Oeste,1673
284,2019,Mato Grosso do Sul,Masculino,Setembro,5,2019-09-01,Centro-Oeste,1704
285,2019,Mato Grosso do Sul,Masculino,Outubro,4,2019-10-01,Centro-Oeste,1734
286,2019,Mato Grosso do Sul,Masculino,Novembro,4,2019-11-01,Centro-Oeste,1765
287,2019,Mato Grosso do Sul,Masculino,Dezembro,3,2019-12-01,Centro-Oeste,1795
288,2019,Mato Grosso,Masculino,Janeiro,2,2019-01-01,Centro-Oeste,1461
289,2019,Mato Grosso,Masculino,Fevereiro,3,2019-02-01,Centro-Oeste,1492
290,2019,Mato Grosso,Masculino,Março,7,2019-03-01,Centro-Oeste,1520
291,2019,Mato Grosso,Masculino,Abril,6,2019-04-01,Centro-Oeste,1551
292,2019,Mato Grosso,Masculino,Maio,5,2019-05-01,Centro-Oeste,1581
293,2019,Mato Grosso,Masculino,Junho,6,2019-06-01,Centro-Oeste,1612
294,2019,Mato Grosso,Masculino,Julho,1,2019-07-01,Centro-Oeste,1642
295,2019,Mato Grosso,Masculino,Agosto,0,2019-08-01,Centro-Oeste,1673
296,2019,Mato Grosso,Masculino,Setembro,0,2019-09-01,Centro-Oeste,1704
297,2019,Mato Grosso,Masculino,Outubro,0,2019-10-01,Centro-Oeste,1734
298,2019,Mato Grosso,Masculino,Novembro,0,2019-11-01,Centro-Oeste,1765
299,2019,Mato Grosso,Masculino,Dezembro,1,2019-12-01,Centro-Oeste,1795
300,2019,Goiás,Masculino,Janeiro,2,2019-01-01,Centro-Oeste,1461
301,2019,Goiás,Masculino,Fevereiro,3,2019-02-01,Centro-Oeste,1492
302,2019,Goiás,Masculino,Março,2,2019-03-01,Centro-Oeste,1520
303,2019,Goiás,Masculino,Abril,0,2019-04-01,Centro-Oeste,1551
304,2019,Goiás,Masculino,Maio,0,2019-05-01,Centro-Oeste,1581
305,2019,Goiás,Masculino,Junho,6,2019-06-01,Centro-Oeste,1612
306,2019,Goiás,Masculino,Julho,3,2019-07-01,Centro-Oeste,1642
307,2019,Goiás,Masculino,Agosto,4,2019-08-01,Centro-Oeste,1673
308,2019,Goiás,Masculino,Setembro,8,2019-09-01,Centro-Oeste,1704
309,2019,Goiás,Masculino,Outubro,12,2019-10-01,Centro-Oeste,1734
310,2019,Goiás,Masculino,Novembro,9,2019-11-01,Centro-Oeste,1765
311,2019,Goiás,Masculino,Dezembro,9,2019-12-01,Centro-Oeste,1795
312,2019,Distrito Federal,Masculino,Janeiro,25,2019-01-01,Centro-Oeste,1461
313,2019,Distrito Federal,Masculino,Fevereiro,14,2019-02-01,Centro-Oeste,1492
314,2019,Distrito Federal,Masculino,Março,10,2019-03-01,Centro-Oeste,1520
315,2019,Distrito Federal,Masculino,Abril,14,2019-04-01,Centro-Oeste,1551
316,2019,Distrito Federal,Masculino,Maio,7,2019-05-01,Centro-Oeste,1581
317,2019,Distrito Federal,Masculino,Junho,9,2019-06-01,Centro-Oeste,1612
318,2019,Distrito Federal,Masculino,Julho,2,2019-07-01,Centro-Oeste,1642
319,2019,Distrito Federal,Masculino,Agosto,10,2019-08-01,Centro-Oeste,1673
320,2019,Distrito Federal,Masculino,Setembro,13,2019-09-01,Centro-Oeste,1704
321,2019,Distrito Federal,Masculino,Outubro,9,2019-10-01,Centro-Oeste,1734
322,2019,Distrito Federal,Masculino,Novembro,9,2019-11-01,Centro-Oeste,1765
323,2019,Distrito Federal,Masculino,Dezembro,10,2019-12-01,Centro-Oeste,1795
324,2015,Rondônia,Masculino,Janeiro,1,2015-01-01,Norte,0
325,2015,Rondônia,Masculino,Fevereiro,0,2015-02-01,Norte,31
326,2015,Rondônia,Masculino,Março,1,2015-03-01,Norte,59
327,2015,Rondônia,Masculino,Abril,0,2015-04-01,Norte,90
328,2015,Rondônia,Masculino,Maio,0,2015-05-01,Norte,120
329,2015,Rondônia,Masculino,Junho,0,2015-06-01,Norte,151
330,2015,Rondônia,Masculino,Julho,3,2015-07-01,Norte,181
331,2015,Rondônia,Masculino,Agosto,1,2015-08-01,Norte,212
332,2015,Rondônia,Masculino,Setembro,0,2015-09-01,Norte,243
333,2015,Rondônia,Masculino,Outubro,0,2015-10-01,Norte,273
334,2015,Rondônia,Masculino,Novembro,0,2015-11-01,Norte,304
335,2015,Rondônia,Masculino,Dezembro,1,2015-12-01,Norte,334
336,2015,Acre,Masculino,Janeiro,0,2015-01-01,Norte,0
337,2015,Acre,Masculino,Fevereiro,0,2015-02-01,Norte,31
338,2015,Acre,Masculino,Março,0,2015-03-01,Norte,59
339,2015,Acre,Masculino,Abril,0,2015-04-01,Norte,90
340,2015,Acre,Masculino,Maio,0,2015-05-01,Norte,120
341,2015,Acre,Masculino,Junho,0,2015-06-01,Norte,151
342,2015,Acre,Masculino,Julho,0,2015-07-01,Norte,181
343,2015,Acre,Masculino,Agosto,0,2015-08-01,Norte,212
344,2015,Acre,Masculino,Setembro,0,2015-09-01,Norte,243
345,2015,Acre,Masculino,Outubro,0,2015-10-01,Norte,273
346,2015,Acre,Masculino,Novembro,0,2015-11-01,Norte,304
347,2015,Acre,Masculino,Dezembro,0,2015-12-01,Norte,334
348,2015,Amazonas,Masculino,Janeiro,0,2015-01-01,Norte,0
349,2015,Amazonas,Masculino,Fevereiro,6,2015-02-01,Norte,31
350,2015,Amazonas,Masculino,Março,3,2015-03-01,Norte,59
351,2015,Amazonas,Masculino,Abril,2,2015-04-01,Norte,90
352,2015,Amazonas,Masculino,Maio,4,2015-05-01,Norte,120
353,2015,Amazonas,Masculino,Junho,4,2015-06-01,Norte,151
354,2015,Amazonas,Masculino,Julho,7,2015-07-01,Norte,181
355,2015,Amazonas,Masculino,Agosto,6,2015-08-01,Norte,212
356,2015,Amazonas,Masculino,Setembro,0,2015-09-01,Norte,243
357,2015,Amazonas,Masculino,Outubro,4,2015-10-01,Norte,273
